acc_full_T,accuracy,aurc,avg_slices,bound_satisfied,dataset,delta_hat,ece,energy_fixed_order_pj,energy_pj,energy_ratio,exit_rate,experiment,final_distinct,revisit_rate,risk_bound_thm1,risk_exited,seed,slice_utilization,ssp_overhead_frac,ssp_params,theta,variant
0.4292999804019928,0.45479997992515564,0.42825984954833984,12.844900131225586,True,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,4858.520791523438,0.8078363726013587,0.41749998927116394,A5_policy,16.0,0.0,0.45,0.361437125748503,0,0.8028062582015991,0.0062266500622665,8576,0.5,ssp
0.4292999804019928,0.4351999759674072,0.42825984954833984,14.870899200439453,True,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,5624.8450525781245,0.9352547037870365,0.1711999922990799,A5_policy,16.0,0.0,0.27,0.24941588785046728,0,0.9294312000274658,0.006226650062266501,8576,0.7,ssp
0.4292999804019928,0.4291999936103821,0.42825984954833984,15.89109992980957,False,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,6010.730999882812,0.9994167640693207,0.02279999852180481,A5_policy,16.0,0.0,0.08999999999999998,0.14912280701754385,0,0.9931937456130981,0.006226650062266501,8576,0.9,ssp
0.46639999747276306,0.4712999761104584,0.38755929470062256,13.224199295043945,True,cifar10,0.016025906428694725,0.04340431555938122,6014.238719999999,5001.988849257812,0.8316911054135564,0.3889999985694885,A5_policy,16.0,0.0,0.45,0.3724935732647815,0,0.8265124559402466,0.006226650062266501,8576,0.5,random
0.46639999747276306,0.4681999981403351,0.38755929470062256,15.122099876403809,True,cifar10,0.016025906428694725,0.04340431555938122,6014.238719999999,5719.860482402343,0.9510531172268373,0.147599995136261,A5_policy,16.0,0.0,0.27,0.23915989159891599,0,0.945131242275238,0.006226650062266501,8576,0.7,random
0.46639999747276306,0.46639999747276306,0.38755929470062256,15.948699951171875,False,cifar10,0.016025906428694725,0.04340431555938122,6014.238719999999,6032.517926875,1.0030393218038076,0.013499999418854713,A5_policy,16.0,0.0,0.08999999999999998,0.15555555555555556,0,0.9967937469482422,0.0062266500622665,8576,0.9,random
0.4129999876022339,0.43039998412132263,0.44910749793052673,13.707599639892578,True,cifar10,0.014325507916510105,0.0646731248514829,6014.238719999999,5184.832670703125,0.8620929284800862,0.32999998331069946,A5_policy,16.0,0.0,0.45,0.3618181818181818,0,0.8567249774932861,0.0062266500622665,8576,0.5,fixed
0.4129999876022339,0.41839998960494995,0.44910749793052673,15.396499633789062,True,cifar10,0.014325507916510105,0.0646731248514829,6014.238719999999,5823.6508515625,0.9683105581087578,0.10649999976158142,A5_policy,16.0,0.0,0.27,0.23098591549295774,0,0.9622812271118164,0.0062266500622665,8576,0.7,fixed
0.4129999876022339,0.4131999909877777,0.44910749793052673,15.984099388122559,False,cifar10,0.014325507916510105,0.0646731248514829,6014.238719999999,6045.907591152343,1.0052656491746879,0.004100000020116568,A5_policy,16.0,0.0,0.08999999999999998,0.14634146341463414,0,0.9990062117576599,0.006226650062266501,8576,0.9,fixed
0.41659998893737793,0.44909998774528503,0.4433716833591461,12.772599220275879,True,cifar10,0.01485538762062788,0.08083460393465876,6014.238719999999,4831.173324785156,0.8032892523403455,0.4114999771118164,A5_policy,16.0,0.0,0.45,0.366221142162819,0,0.7982874512672424,0.006226650062266501,8640,0.5,geometry_only
0.41659998893737793,0.4253000020980835,0.4433716833591461,14.87969970703125,True,cifar10,0.01485538762062788,0.08083460393465876,6014.238719999999,5628.17380125,0.9358081817626954,0.16609999537467957,A5_policy,16.0,0.0,0.27,0.25045153521974717,0,0.9299812316894531,0.006226650062266501,8640,0.7,geometry_only
0.41659998893737793,0.41679999232292175,0.4433716833591461,15.90939998626709,False,cifar10,0.01485538762062788,0.08083460393465876,6014.238719999999,6017.652906933594,1.0005676839734081,0.018400000408291817,A5_policy,16.0,0.0,0.08999999999999998,0.09239130434782608,0,0.9943374991416931,0.0062266500622665,8640,0.9,geometry_only
