acc_full_T,accuracy,aurc,avg_slices,bound_satisfied,dataset,delta_hat,ece,energy_fixed_order_pj,energy_pj,energy_ratio,exit_rate,experiment,final_distinct,revisit_rate,risk_bound_thm1,risk_exited,seed,slice_utilization,ssp_overhead_frac,ssp_params,theta,variant
0.4292999804019928,0.4675999879837036,0.42825984954833984,9.46519947052002,True,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,3580.165509550781,0.5952815769758439,0.7360000014305115,A1_theta,16.0,0.0,0.63,0.46616847826086955,0,0.5915749669075012,0.006226650062266501,8576,0.3,baseline
0.4292999804019928,0.46149998903274536,0.42825984954833984,11.359999656677246,True,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,4296.864433339843,0.714448599961766,0.5698999762535095,A1_theta,16.0,0.0,0.5399999999999999,0.4172661870503597,0,0.7099999785423279,0.0062266500622665,8576,0.4,baseline
0.4292999804019928,0.45479997992515564,0.42825984954833984,12.844900131225586,True,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,4858.520791523438,0.8078363726013587,0.41749998927116394,A1_theta,16.0,0.0,0.45,0.361437125748503,0,0.8028062582015991,0.0062266500622665,8576,0.5,baseline
0.4292999804019928,0.4439999759197235,0.42825984954833984,14.019399642944336,True,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,5302.769500273437,0.881702530802342,0.2825999855995178,A1_theta,16.0,0.0,0.36,0.3064401981599434,0,0.876212477684021,0.006226650062266501,8576,0.6,baseline
0.4292999804019928,0.43869999051094055,0.42825984954833984,14.489799499511719,True,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,5480.695950468749,0.9112867323079503,0.21939998865127563,A1_theta,16.0,0.0,0.315,0.27666362807657247,0,0.9056124687194824,0.006226650062266501,8576,0.65,baseline
0.4292999804019928,0.4351999759674072,0.42825984954833984,14.870899200439453,True,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,5624.8450525781245,0.9352547037870365,0.1711999922990799,A1_theta,16.0,0.0,0.27,0.24941588785046728,0,0.9294312000274658,0.006226650062266501,8576,0.7,baseline
0.4292999804019928,0.4324999749660492,0.42825984954833984,15.215099334716797,True,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,5755.037073671874,0.9569020023322046,0.12489999830722809,A1_theta,16.0,0.0,0.225,0.22417934347477983,0,0.9509437084197998,0.006226650062266501,8576,0.75,baseline
0.4292999804019928,0.4315999746322632,0.42825984954833984,15.493099212646484,False,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,5860.189170859375,0.9743858605697938,0.08639999479055405,A1_theta,16.0,0.0,0.17999999999999997,0.20023148148148148,0,0.9683187007904053,0.006226650062266501,8576,0.8,baseline
0.4292999804019928,0.43050000071525574,0.42825984954833984,15.71869945526123,False,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,5945.521361699219,0.9885742216928861,0.05209999904036522,A1_theta,16.0,0.0,0.135,0.1785028790786948,0,0.9824187159538269,0.006226650062266501,8576,0.85,baseline
0.4292999804019928,0.4291999936103821,0.42825984954833984,15.89109992980957,False,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,6010.730999882812,0.9994167640693207,0.02279999852180481,A1_theta,16.0,0.0,0.08999999999999998,0.14912280701754385,0,0.9931937456130981,0.006226650062266501,8576,0.9,baseline
0.4292999804019928,0.4292999804019928,0.42825984954833984,15.982499122619629,True,cifar10,0.016175035387277603,0.0770098659266068,6014.238719999999,6045.302298535156,1.0051650059103667,0.004600000102072954,A1_theta,16.0,0.0,0.04500000000000004,0.021739130434782608,0,0.9989061951637268,0.0062266500622665,8576,0.95,baseline
