accuracy,avg_slices,exit_rate,risk_bound_thm1,risk_exited,slice_utilization,theta
0.84375,1.7135416269302368,1.0,0.6124999999999999,0.15625,0.1070963516831398,0.3
0.8802083134651184,1.8854166269302368,1.0,0.525,0.11979166666666667,0.1178385391831398,0.4
0.9270833134651184,2.1770832538604736,1.0,0.4375,0.07291666666666667,0.1360677033662796,0.5
0.9739583134651184,2.640625,1.0,0.35000000000000003,0.026041666666666668,0.1650390625,0.6
0.9895833134651184,3.453125,1.0,0.26250000000000007,0.010416666666666666,0.2158203125,0.7
0.9947916865348816,4.578125,0.984375,0.17499999999999996,0.005291005291005291,0.2861328125,0.8
0.9635416865348816,6.802083492279053,0.8541666865348816,0.08749999999999998,0.006097560975609756,0.4251302182674408,0.9
