acc@0.7,acc_full_T,avg_slices@0.7,delta_hat,early_abs_inc,final_distinct,late_abs_inc,mode,revisit_rate
0.9895833134651184,0.9322916865348816,3.453125,0.026088763028383255,0.1695082038640976,16.0,0.12432914227247238,mask_on,0.0
0.859375,0.8385416865348816,4.552083492279053,0.030825961381196976,0.15089631080627441,3.015625,0.06971235573291779,mask_off,0.8115234375
